material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites,layered_score,anisotropy_ratio,layer_axis,axis_bonds_a,axis_bonds_b,axis_bonds_c,total_bonds,layered_invalid_reason,is_layered_candidate,weak_axis_fraction,layered_continuous,weak_axis
mp-9910,K2Pd3S4,"K,Pd,S",3,1.2114,0.0,-0.832547670972221,4.123008563914228,18,1.0,0.0,c,20,16,0,136,,True,0.0,1.0,c
mp-14339,K2Pd3Se4,"K,Pd,Se",3,0.764,0.0,-0.9122132659861112,5.083421048780456,18,1.0,0.0,c,24,16,0,136,,True,0.0,1.0,c
mp-1223861,K2PdBr3Cl,"Br,Cl,K,Pd",4,1.3535,0.002553047142857,-1.539957979928571,3.140649133258201,7,1.0,0.0,a,0,0,32,40,,True,0.0,1.0,a
mp-27138,K2PdBr4,"Br,K,Pd",3,1.204899999999999,0.0,-1.483386717785713,3.498862059881381,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b
mp-1223847,K2PdBrCl3,"Br,Cl,K,Pd",4,1.4958,0.002190467142856,-1.6585691784999992,2.726319700259406,7,1.0,0.0,a,0,0,32,40,,True,0.0,1.0,a
mp-22956,K2PdCl4,"Cl,K,Pd",3,1.4279,0.0,-1.547152971071427,2.656567630226341,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b
mp-1068941,K2PdS2,"K,Pd,S",3,1.117,0.0,-1.068710574624998,3.412676519986726,5,0.6666666666666667,0.3333333333333333,c,12,8,4,36,,True,0.16666666666666666,0.8333333333333334,c
mp-27243,K2PtBr4,"Br,K,Pt",3,1.476999999999999,0.006333842142856,-1.435937949214286,4.112557663438326,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b
mp-22934,K2PtCl4,"Cl,K,Pt",3,1.819599999999999,0.0,-1.507347296785714,3.378281991785835,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b
mp-28247,K2PtI6,"I,K,Pt",3,0.8659999999999991,0.0,-1.005412828277777,4.909383163222444,18,1.0,0.0,c,16,16,0,88,,True,0.0,1.0,c
mp-7667,K2S3,"K,S",2,1.2855,0.0,-0.9450748251874992,2.12611636609544,10,0.75,0.25,c,16,16,4,68,,True,0.1111111111111111,0.8888888888888888,c
mp-17146,K2S5,"K,S",2,1.929899999999999,0.0,-0.700578589866071,2.110672500110484,28,1.0,0.0,c,32,40,0,184,,True,0.0,1.0,c
mp-27749,K2Sb4S7,"K,S,Sb",3,1.5478,0.000873026250003,-0.6407888023798151,3.478598713024405,26,1.0,0.0,c,20,20,0,124,,True,0.0,1.0,c
mp-1195538,K2ScP2Se7,"K,P,Sc,Se",4,1.7243,0.0,-1.079283102307663,3.315423213685589,48,1.0,0.0,c,26,26,0,196,,True,0.0,1.0,c
mp-7670,K2Se3,"K,Se",2,0.644,0.0,-1.073890771306249,3.372345208659668,10,0.75,0.25,c,16,16,4,68,,True,0.1111111111111111,0.8888888888888888,c
mp-555587,K2SmP2S7,"K,P,S,Sm",4,2.2591,0.0,-1.304387124273808,2.447528637877668,24,1.0,0.0,c,18,18,0,122,,True,0.0,1.0,c
mp-18115,K2Sn2Hg3S8,"Hg,K,S,Sn",4,1.7526000000000002,0.0,-0.7854912078,4.348283674180082,30,1.0,0.0,c,24,24,0,128,,True,0.0,1.0,c
mp-8965,K2Sn2S5,"K,S,Sn",3,1.406299999999999,0.0,-1.028475990222223,3.269186103197366,18,1.0,0.0,c,28,28,0,104,,True,0.0,1.0,c
mp-8966,K2Sn2Se5,"K,Se,Sn",3,0.8429000000000001,0.0,-0.982770607913194,4.274421553313418,18,1.0,0.0,c,32,32,0,104,,True,0.0,1.0,c
mp-1195395,K2Sn3(SbS5)2,"K,S,Sb,Sn",4,1.816599999999999,0.0,-0.83944356967647,3.374144476813362,34,1.0,0.0,a,0,16,0,128,,True,0.0,1.0,a
mp-574040,K2SnBr6,"Br,K,Sn",3,1.6124,0.0,-1.544271811611111,3.70306395236049,18,1.0,0.0,c,8,8,0,88,,True,0.0,1.0,c
mp-707190,K2SnBr6,"Br,K,Sn",3,1.5568,0.006394619999999,-1.537877191611111,3.742402389699459,18,1.0,0.0,c,16,16,0,88,,True,0.0,1.0,c
mp-570173,K2SnCl6,"Cl,K,Sn",3,2.4614000000000003,0.003242066666666,-1.8564630354999991,2.693755629648925,18,1.0,0.0,c,16,16,0,88,,True,0.0,1.0,c
mp-1120733,K2SnS3,"K,S,Sn",3,2.2443,0.0,-1.164566427,2.67262669946739,12,0.75,0.25,b,16,4,8,64,,True,0.14285714285714285,0.8571428571428572,b
mp-9693,K2SnSe3,"K,Se,Sn",3,1.646,0.0,-1.119194034421874,3.535458766408358,12,0.75,0.25,c,16,8,4,64,,True,0.14285714285714285,0.8571428571428572,c
mp-29835,K2SnTe3,"K,Sn,Te",3,0.9613,0.0,-0.8917474640833291,4.315019185762662,24,1.0,0.0,c,8,8,0,144,,True,0.0,1.0,c
mp-28080,K2SnTe5,"K,Sn,Te",3,0.536899999999999,0.0,-0.793495430354165,4.8201736035499145,16,1.0,0.0,c,16,16,0,96,,True,0.0,1.0,c
mp-573568,K2TcI6,"I,K,Tc",3,0.7245,0.0,-0.971071166055554,4.263209403229302,18,1.0,0.0,c,8,8,0,88,,True,0.0,1.0,c
mp-7289,K2Te3,"K,Te",2,0.5752,0.0,-0.863097973,4.006066661089576,20,1.0,0.0,b,96,0,0,144,,True,0.0,1.0,b
mp-22963,K2TeBr6,"Br,K,Te",3,2.336,0.0,-1.39301875735185,3.625058943565936,18,1.0,0.0,c,8,8,0,88,,True,0.0,1.0,c
mp-23411,K2TeBr6,"Br,K,Te",3,2.1407,0.010326641666666,-1.382692115685183,3.67435387805599,18,1.0,0.0,c,16,16,0,88,,True,0.0,1.0,c
mp-27688,K2TeI6,"I,K,Te",3,1.7449,0.0,-1.006003727907404,4.104261957348686,18,1.0,0.0,c,8,8,0,88,,True,0.0,1.0,c
mp-29692,K2TeS3,"K,S,Te",3,2.3419,0.0,-0.8753895005729171,2.583561251969623,24,1.0,0.0,a,0,32,0,120,,True,0.0,1.0,a
mp-28419,K2TeSe3,"K,Se,Te",3,1.7896,0.0,-0.942468340116318,3.37831703068777,24,1.0,0.0,b,32,0,0,120,,True,0.0,1.0,b
mp-555425,K2Th(CuS2)2,"Cu,K,S,Th",4,1.126,0.012697431388888,-1.4406986949444431,4.48291829008372,9,1.0,0.0,c,16,16,0,56,,True,0.0,1.0,c
mp-568203,K2Th(PSe3)3,"K,P,Se,Th",4,1.7672999999999992,0.0,-1.029776139301487,4.403128159872631,60,1.0,0.0,b,16,0,0,288,,True,0.0,1.0,b
mp-1211474,K2Ti(CuS2)2,"Cu,K,S,Ti",4,1.6735,0.0,-1.273278239203703,3.178635900751431,18,1.0,0.0,c,32,32,0,112,,True,0.0,1.0,c
mp-1211879,K2WS4,"K,S,W",3,1.9435,0.0,-1.134914741964286,3.220415034886207,28,1.0,0.0,b,32,0,0,160,,True,0.0,1.0,b
mp-18138,K2WSe4,"K,Se,W",3,1.319,0.0,-1.078622331625001,4.266878946031491,28,1.0,0.0,b,32,0,0,168,,True,0.0,1.0,b
mp-863763,K2Y4Cu4Se9,"Cu,K,Se,Y",4,0.7046999999999991,0.0,-1.499322636610196,5.024157426922772,19,1.0,0.0,c,24,24,0,108,,True,0.0,1.0,c
mp-1147666,K2Zn3S4,"K,S,Zn",3,2.4299,0.004148760277775,-1.123913191805556,3.254937065384853,36,1.0,0.0,b,32,0,0,200,,True,0.0,1.0,b
mp-1232308,K2Zn3Se4,"K,Se,Zn",3,1.9383,0.0,-1.10379233209722,4.225024158114938,18,1.0,0.0,a,0,0,32,112,,True,0.0,1.0,a
mp-560331,K2ZrS4,"K,S,Zr",3,2.0197,0.0,-1.555417740107142,2.657364616409933,56,1.0,0.0,b,48,0,0,368,,True,0.0,1.0,b
mp-1224211,K3Ag9(SbS3)4,"Ag,K,S,Sb",4,1.625299999999999,0.006626980912704,-0.454317721498016,4.544440484270988,28,1.0,0.0,c,8,8,0,132,,True,0.0,1.0,c
mp-28347,K3Al2As3,"Al,As,K",3,1.1862,0.0,-0.5576802861562501,2.931152546592913,16,1.0,0.0,b,24,0,0,88,,True,0.0,1.0,b
mp-18378,K3AlTe3,"Al,K,Te",3,2.2172,0.0,-1.127586541607144,3.236660283519737,28,1.0,0.0,a,0,44,0,164,,True,0.0,1.0,a
mp-1211803,K3Au3Br8,"Au,Br,K",3,0.813399999999999,0.0,-1.172191671196426,5.021260681896885,28,1.0,0.0,c,24,24,0,120,,True,0.0,1.0,c
mp-1211892,K3Au3I8,"Au,I,K",3,1.0602,0.009331228035715,-0.901752224410714,4.927706250464151,28,1.0,0.0,c,24,24,0,116,,True,0.0,1.0,c
mp-9665,K3BAs2,"As,B,K",3,1.3129,0.011050740575397,-0.328935941819444,2.395346042896237,12,1.0,0.0,c,10,10,0,40,,True,0.0,1.0,c
mp-9664,K3BP2,"B,K,P",3,1.6658,0.0,-0.539756795783729,1.809787333366164,12,1.0,0.0,c,16,16,0,56,,True,0.0,1.0,c
mp-554216,K3Bi(PS4)2,"Bi,K,P,S",4,2.1148,0.0,-1.017656257038264,2.8491243314749983,56,1.0,0.0,b,32,0,0,256,,True,0.0,1.0,b
mp-556522,K3Cu2(BiS2)5,"Bi,Cu,K,S",4,0.5758000000000001,0.0,-0.8383718468374891,5.21571330710694,40,1.0,0.0,b,160,0,0,232,,True,0.0,1.0,b
mp-558415,K3CuP2S7,"Cu,K,P,S",4,2.3196,0.0,-1.014379339502746,2.252113277136547,52,1.0,0.0,b,40,0,0,256,,True,0.0,1.0,b
mp-1224251,K3Er7S12,"Er,K,S",3,1.8393,0.0,-2.2614423562878763,4.855073455363304,44,1.0,0.0,b,176,0,0,248,,True,0.0,1.0,b
mp-567524,K3Ga3As4,"As,Ga,K",3,0.8722000000000001,0.0,-0.453143967174998,3.8981741908978673,40,1.0,0.0,b,32,0,0,264,,True,0.0,1.0,b
mp-541687,K3GaSe3,"Ga,K,Se",3,2.4441,0.0,-1.269708642325892,3.2106159769808422,28,1.0,0.0,a,0,40,0,144,,True,0.0,1.0,a
mp-541688,K3GaTe3,"Ga,K,Te",3,1.6626,0.0,-1.048316028107144,3.535146374437012,28,1.0,0.0,a,0,48,0,176,,True,0.0,1.0,a
mp-1193182,K3Gd(AsS4)2,"As,Gd,K,S",4,0.6147,0.007532709100275,-1.186080241910714,2.8189473039100763,28,1.0,0.0,c,8,4,0,144,,True,0.0,1.0,c
mp-14434,K3GeS3,"Ge,K,S",3,2.4164,0.0,-1.241486059892857,2.39342557050554,14,0.75,0.25,c,16,16,4,84,,True,0.1111111111111111,0.8888888888888888,c
mp-14435,K3GeSe3,"Ge,K,Se",3,1.8278999999999992,0.0,-1.187501841254464,3.195711695145406,14,0.75,0.25,c,16,16,4,84,,True,0.1111111111111111,0.8888888888888888,c
mp-583615,K3In2As3,"As,In,K",3,0.9935,0.0,-0.421054409072916,3.761512388804484,32,1.0,0.0,c,52,52,0,216,,True,0.0,1.0,c
mp-20256,K3InP2,"In,K,P",3,0.7887000000000001,0.0,-0.357505529617063,2.576531561766659,12,0.6,0.4,c,20,12,8,72,,True,0.2,0.8,c
mp-28076,K3Mn2Cl7,"Cl,K,Mn",3,1.1779,0.01566201375,-1.890991678976294,2.466033406774005,12,1.0,0.0,c,48,48,0,84,,True,0.0,1.0,c
mp-570000,K3Mo2Br9,"Br,K,Mo",3,0.9818,0.002341472142862,-1.4216139697678551,3.847024837352607,28,1.0,0.0,c,24,24,0,132,,True,0.0,1.0,c
mp-620069,K3Mo2Cl9,"Cl,K,Mo",3,0.631799999999999,0.0,-1.588744950982144,2.799510104335166,28,1.0,0.0,c,24,24,0,132,,True,0.0,1.0,c
mp-18447,K3Na2SnAs3,"As,K,Na,Sn",4,0.94,0.0,-0.452824543556513,3.038331150823555,36,1.0,0.0,c,28,28,0,180,,True,0.0,1.0,c
mp-16847,K3Na2SnP3,"K,Na,P,Sn",4,1.1005,0.0,-0.384912642604131,2.433694477405732,36,1.0,0.0,c,24,24,0,176,,True,0.0,1.0,c
mp-581115,K3Nb2Ag3S8,"Ag,K,Nb,S",4,1.9519,0.0,-1.119264080421873,3.140567503755644,32,1.0,0.0,c,40,40,0,160,,True,0.0,1.0,c
mp-581419,K3Nb2Cu3S8,"Cu,K,Nb,S",4,1.8542,0.0,-1.196502549796875,2.989974872639653,32,1.0,0.0,c,44,44,0,168,,True,0.0,1.0,c
mp-1202743,K3Nb2Cu3Se8,"Cu,K,Nb,Se",4,1.6021,0.0,-1.07088447409375,4.150620415189939,32,1.0,0.0,b,44,0,0,168,,True,0.0,1.0,b
mp-866660,K3P2AuSe8,"Au,K,P,Se",4,1.195799999999999,0.0,-0.8266830439132631,3.963356570157007,28,1.0,0.0,c,35,35,0,134,,True,0.0,1.0,c
mp-568011,K3P5RuSe10,"K,P,Ru,Se",4,1.0744,0.0,-0.7701869475474611,3.609612507737481,38,1.0,0.0,b,16,0,0,164,,True,0.0,1.0,b
mp-557125,K3ReClF6,"Cl,F,K,Re",4,1.8139999999999992,0.009153729999994,-2.662201726749999,3.470821286593287,22,1.0,0.0,a,0,0,16,112,,True,0.0,1.0,a
mp-7657,K3SiTe3,"K,Si,Te",3,1.7179,0.0,-0.9843654023214292,3.319625585658412,14,0.75,0.25,c,16,16,4,86,,True,0.1111111111111111,0.8888888888888888,c
mp-1211845,K3Sn2P5S18,"K,P,S,Sn",4,1.318299999999999,0.0,-0.80187052964158,2.409738315743884,56,1.0,0.0,c,26,26,0,200,,True,0.0,1.0,c
mp-568970,K3SnIrCl8,"Cl,Ir,K,Sn",4,1.5941,0.032056214807691,-1.704341818980769,3.115044469081488,26,1.0,0.0,b,12,0,0,144,,True,0.0,1.0,b
mp-541875,K3SnSe3,"K,Se,Sn",3,1.627599999999999,0.0,-1.194529416611607,3.315836380703758,28,1.0,0.0,a,0,8,8,168,,True,0.0,1.0,a
mp-540619,K3SnTe3,"K,Sn,Te",3,1.2441,0.0,-1.00247924453571,3.582273584643188,28,1.0,0.0,a,0,8,8,172,,True,0.0,1.0,a
mp-573202,K3Ta2Ag3S8,"Ag,K,S,Ta",4,2.2901,0.0,-1.153003338213539,3.739497254380773,32,1.0,0.0,c,40,40,0,160,,True,0.0,1.0,c
mp-582161,K3Ta2Ag3Se8,"Ag,K,Se,Ta",4,2.076,0.0,-1.041728627822915,4.659180478261817,32,1.0,0.0,c,40,40,0,160,,True,0.0,1.0,c
mp-1197797,K3Ta2Cu3S8,"Cu,K,S,Ta",4,2.313,0.0,-1.223357986963542,3.769404859454156,32,1.0,0.0,c,44,44,0,168,,True,0.0,1.0,c
mp-1200105,K3Ta2Cu3Se8,"Cu,K,Se,Ta",4,1.9869999999999992,0.0,-1.078351130010419,4.802361134852518,32,1.0,0.0,b,44,0,0,168,,True,0.0,1.0,b
mp-638086,K3Th2Cu3S7,"Cu,K,S,Th",4,1.424499999999999,0.008231557500002,-1.551446760616665,4.607611653384328,30,1.0,0.0,c,40,40,0,184,,True,0.0,1.0,c
mp-1211873,K3Ti2P5S18,"K,P,S,Ti",4,1.1872999999999991,0.0,-1.018124571486818,2.160345072457682,56,1.0,0.0,c,24,24,0,200,,True,0.0,1.0,c
mp-27506,K3W2Cl9,"Cl,K,W",3,1.3375,0.003586252857132,-1.476615365267859,3.594749129905143,28,1.0,0.0,c,24,24,0,156,,True,0.0,1.0,c
mp-1204061,K4As2Se5,"As,K,Se",3,1.1592,0.0,-1.021338617338067,3.213276730520143,44,1.0,0.0,a,0,64,0,240,,True,0.0,1.0,a
mp-558121,K4Ba(VS4)2,"Ba,K,S,V",4,1.5514,0.0,-1.531453596933332,2.545394677335719,30,1.0,0.0,a,0,0,20,132,,True,0.0,1.0,a
mp-1195305,K4Ge(PS3)4,"Ge,K,P,S",4,2.1265,0.0,-0.9420791070272092,2.113588345554911,42,1.0,0.0,c,28,28,0,176,,True,0.0,1.0,c
mp-863747,K4P2PdS8,"K,P,Pd,S",4,1.7116,0.0,-1.10359603055238,2.365218561252693,15,1.0,0.0,c,16,12,0,82,,True,0.0,1.0,c
mp-1223933,K4Sr2SnAs4,"As,K,Sn,Sr",4,0.5578000000000001,0.012457290757569,-0.653547561727273,3.314652726124076,22,1.0,0.0,a,0,0,12,112,,True,0.0,1.0,a
mp-18664,K4Ta2S11,"K,S,Ta",3,1.7377999999999991,0.0,-1.256588606833332,3.067950369221467,34,1.0,0.0,b,12,0,0,180,,True,0.0,1.0,b
mp-541735,K4Ti3S14,"K,S,Ti",3,1.2102,0.0,-1.326334095190475,2.440805119309383,42,1.0,0.0,c,18,18,0,260,,True,0.0,1.0,c
mp-646920,K5(AsPb)3,"As,K,Pb",3,0.843,0.0,-0.347370654659092,4.365210161880777,44,1.0,0.0,b,120,0,0,368,,True,0.0,1.0,b
mp-5367,K5SnSb3,"K,Sb,Sn",3,0.700499999999999,0.001912722291664,-0.471469955694443,3.139833327530426,36,1.0,0.0,c,8,4,0,196,,True,0.0,1.0,c
mp-1211936,K5Ta(TlAs2)2,"As,K,Ta,Tl",4,1.5206,0.0,-0.4375199210625,4.516728762667779,48,1.0,0.0,b,12,0,0,280,,True,0.0,1.0,b
mp-17698,K6CdTe4,"Cd,K,Te",3,1.6614,0.0,-1.108454179560604,3.179069555400297,22,1.0,0.0,a,0,0,12,130,,True,0.0,1.0,a
mp-1224505,K6InP3,"In,K,P",3,0.748699999999999,0.0,-0.315470439909522,2.240062563414249,20,1.0,0.0,b,10,0,0,105,,True,0.0,1.0,b
mp-675132,K6InP3,"In,K,P",3,0.9843,0.003316294999999,-0.312154144909522,2.181792741604412,20,1.0,0.0,b,14,0,0,110,,True,0.0,1.0,b
mp-568916,K6InTe4Cl,"Cl,In,K,Te",4,1.9503,0.0,-1.29506007973611,3.193768076700582,24,1.0,0.0,a,0,0,12,142,,True,0.0,1.0,a
mp-541707,K6Na3AlSb4,"Al,K,Na,Sb",4,0.7395,0.0,-0.48313343233128,2.7936487043485423,28,1.0,0.0,c,8,8,0,204,,True,0.0,1.0,c
mp-6112,K6Na3GaSb4,"Ga,K,Na,Sb",4,0.7099000000000001,0.0,-0.482190684652708,2.937849245573924,28,1.0,0.0,c,8,8,0,204,,True,0.0,1.0,c
mp-1223762,K6Pd3(BrCl2)4,"Br,Cl,K,Pd",4,1.2865,0.002208839047619,-1.6388427035,2.81127331724073,21,1.0,0.0,a,0,0,96,120,,True,0.0,1.0,a
mp-1223602,K8CaTe6,"Ca,K,Te",3,0.605399999999999,0.017809861333333,-1.244632171083335,3.197133269693537,15,1.0,0.0,c,28,28,0,108,,True,0.0,1.0,c
mp-2764696,K8CaTe6,"Ca,K,Te",3,0.615,0.007566315083334,-1.254875717333332,3.262227690514882,15,1.0,0.0,c,26,26,0,106,,True,0.0,1.0,c
mp-567424,K8NbAs5Pb,"As,K,Nb,Pb",4,1.2069,0.0,-0.447967185533333,3.177042514067846,60,1.0,0.0,c,10,10,0,348,,True,0.0,1.0,c
mp-1194900,K8NbSnAs5,"As,K,Nb,Sn",4,1.2448,0.0,-0.467981875866666,2.910315581320832,60,1.0,0.0,c,10,10,0,368,,True,0.0,1.0,c
mp-1223570,K8SrTe6,"K,Sr,Te",3,0.6937,0.01660762975,-1.259191507333334,3.35572549037646,15,1.0,0.0,c,28,28,0,108,,True,0.0,1.0,c
mp-9490,KAg2SbS4,"Ag,K,S,Sb",4,0.569599999999999,0.00594227557638,-0.47151298855123,3.921085921459203,8,0.75,0.25,b,16,4,4,32,,True,0.16666666666666666,0.8333333333333334,b
mp-1211732,KAgTeS3,"Ag,K,S,Te",4,1.6838000000000002,0.040001957050923,-0.6381697509305541,3.622430975159292,24,1.0,0.0,a,0,16,16,112,,True,0.0,1.0,a
mp-713,KAs,"As,K",2,0.6695,0.0,-0.437546217375,3.006523046083559,16,1.0,0.0,c,32,16,0,104,,True,0.0,1.0,c
mp-14659,KAsSe2,"As,K,Se",3,1.595899999999999,0.0,-0.846891826734375,3.514308915641034,16,1.0,0.0,c,20,20,0,80,,True,0.0,1.0,c
mp-29694,KAuBr4,"Au,Br,K",3,0.809999999999999,0.0,-1.097771732458332,4.637589592522796,24,1.0,0.0,b,16,0,0,104,,True,0.0,1.0,b
mp-27181,KAuCl4,"Au,Cl,K",3,1.4257,0.0,-1.318467975374999,3.368241353990244,24,1.0,0.0,b,16,0,0,100,,True,0.0,1.0,b
mp-568986,KAuCl4,"Au,Cl,K",3,1.4211,0.000193206666665,-1.318274768708334,3.670605181305291,24,1.0,0.0,b,16,0,0,104,,True,0.0,1.0,b
mp-31045,KAuI3,"Au,I,K",3,0.6459,0.0,-0.8868143234500001,5.089763555767355,20,1.0,0.0,a,0,32,0,104,,True,0.0,1.0,a
mp-3592,KAuS5,"Au,K,S",3,1.7779,0.0,-0.407214151830357,3.673633652161608,28,1.0,0.0,a,0,8,20,124,,True,0.0,1.0,a
mp-29138,KAuSe2,"Au,K,Se",3,0.8850000000000001,0.0,-0.8170831492343761,5.88035055105757,8,1.0,0.0,b,48,0,0,48,,True,0.0,1.0,b
mp-16780,KBaNbS4,"Ba,K,Nb,S",4,2.0731,0.0,-1.702888030321427,3.131885827555398,28,1.0,0.0,b,24,0,0,144,,True,0.0,1.0,b
mp-17088,KBaPS4,"Ba,K,P,S",4,2.3898,0.0,-1.4694124713418342,2.764801374763911,28,1.0,0.0,b,24,0,0,144,,True,0.0,1.0,b
mp-18156,KBaPSe4,"Ba,K,P,Se",4,1.3932,0.0,-1.289564559466837,3.721450868440217,28,1.0,0.0,b,32,0,0,164,,True,0.0,1.0,b
mp-557437,KBi(PS3)2,"Bi,K,P,S",4,2.2272,0.0,-0.81036056915357,3.244408851988575,20,1.0,0.0,c,4,10,0,84,,True,0.0,1.0,c
mp-568802,KBi(PSe3)2,"Bi,K,P,Se",4,1.7637,0.002562746999995,-0.676732434559821,4.6330154922417375,20,1.0,0.0,c,10,4,0,90,,True,0.0,1.0,c
mp-1223584,KBi3S5,"Bi,K,S",3,1.422699999999999,0.011796308333348,-0.6277094283680541,4.52807326498068,36,1.0,0.0,b,128,0,0,184,,True,0.0,1.0,b
mp-30100,Li2B2Se5,"B,Li,Se",3,1.704699999999999,0.0,-0.6224246154050931,4.286255147880775,18,1.0,0.0,b,12,0,0,72,,True,0.0,1.0,b
mp-1222661,Li2MgCdP2,"Cd,Li,Mg,P",4,2.004,0.0,-0.5976582968253941,3.211067763523768,6,0.9,0.1,c,20,20,2,38,,True,0.047619047619047616,0.9523809523809523,c
mp-28250,Li2MnBr4,"Br,Li,Mn",3,1.7801,0.014814292857143,-1.535282463513957,3.902934750004925,7,1.0,0.0,b,24,0,0,36,,True,0.0,1.0,b
mp-34148,Li2MnCl4,"Cl,Li,Mn",3,1.926699999999999,0.0,-1.840411679688013,2.46174356771433,14,1.0,0.0,a,0,0,16,64,,True,0.0,1.0,a
mp-1095291,Li2SnSe3,"Li,Se,Sn",3,1.479699999999999,0.0,-1.06635561561632,3.980317975904259,12,1.0,0.0,c,2,8,0,48,,True,0.0,1.0,c
mp-558731,Li2TeS3,"Li,S,Te",3,1.5980999999999992,0.0,-0.9295077809722212,3.232966660380209,24,1.0,0.0,a,0,40,0,112,,True,0.0,1.0,a
mp-570080,Li2TeSe3,"Li,Se,Te",3,1.131,0.000436369166664,-0.8682615092274291,4.447526890805379,24,1.0,0.0,a,0,48,0,128,,True,0.0,1.0,a
mp-36330,Li2VCl4,"Cl,Li,V",3,1.228499999999999,0.001254277380949,-1.8482001111904751,2.472475739965331,14,1.0,0.0,a,0,4,16,64,,True,0.0,1.0,a
mp-753195,Li2WS4,"Li,S,W",3,1.9807,0.031546194285713,-1.140345156666665,2.792294396330491,7,0.6666666666666667,0.3333333333333333,a,4,4,12,24,,True,0.2,0.8,a
mp-1177695,Li3CuS2,"Cu,Li,S",3,2.0335,0.0,-1.210664334166665,2.583988897976579,12,1.0,0.0,a,0,4,24,56,,True,0.0,1.0,a
mp-753737,Li3CuS2,"Cu,Li,S",3,2.3904,0.04203779083333,-1.168626543333333,2.890851884720893,24,1.0,0.0,c,40,40,0,192,,True,0.0,1.0,c
mp-1097036,Li3PS4,"Li,P,S",3,2.4787,0.013829766249999,-1.167943095892857,1.864677962559255,32,1.0,0.0,b,24,0,0,128,,True,0.0,1.0,b
mp-766540,Li4TiS4,"Li,S,Ti",3,2.3658,0.0,-1.547203050462962,1.988244484266622,36,1.0,0.0,b,16,0,0,176,,True,0.0,1.0,b
mp-861182,Li4TiS4,"Li,S,Ti",3,2.4742,0.0116382425,-1.535564807962962,1.843861351510879,9,1.0,0.0,a,0,0,20,40,,True,0.0,1.0,a
mp-1147726,Li4Zn(PS4)2,"Li,P,S,Zn",4,2.3985,0.011910579944443,-1.060133595730158,2.1609073232804,45,1.0,0.0,b,12,0,0,168,,True,0.0,1.0,b
mp-755139,Li5BiS4,"Bi,Li,S",3,1.873799999999999,0.045051347999999,-1.2515234546666671,3.204972553251552,10,1.0,0.0,c,4,32,0,52,,True,0.0,1.0,c
mp-674531,Li5GeP3,"Ge,Li,P",3,0.753799999999999,0.010016587222222,-0.5314046761772481,2.128998448972024,18,1.0,0.0,c,22,22,0,100,,True,0.0,1.0,c
mp-685991,Li5SiP3,"Li,P,Si",3,1.3160999999999992,0.0,-0.5903389078439151,1.691117772112792,18,1.0,0.0,c,20,20,0,100,,True,0.0,1.0,c
mp-677039,Li5TiAs3,"As,Li,Ti",3,0.5890999999999991,0.005623737777778,-0.8547465072222211,3.069327223241466,18,1.0,0.0,c,16,16,0,96,,True,0.0,1.0,c
mp-675800,Li5TiP3,"Li,P,Ti",3,0.8218000000000001,0.028077809583332,-0.866250379186509,1.940914688617629,18,1.0,0.0,c,20,20,0,96,,True,0.0,1.0,c
mp-1222482,Li6AsS5I,"As,I,Li,S",4,1.5398,0.0,-1.217419417692307,2.422414202915209,13,0.6,0.4,c,10,6,4,56,,True,0.2,0.8,c
mp-641703,Li7P3S11,"Li,P,S",3,2.4883,0.019883183531745,-1.088137318798185,1.872052270206949,42,1.0,0.0,b,20,0,0,168,,True,0.0,1.0,b
mp-673833,Li7VAs4,"As,Li,V",3,0.8996000000000001,0.0,-0.791133263472222,3.109186465659751,24,1.0,0.0,c,8,8,0,128,,True,0.0,1.0,c
mp-29520,LiAuI4,"Au,I,Li",3,0.751799999999999,0.0,-0.6960096280555541,5.611829930983799,12,1.0,0.0,b,16,0,0,40,,True,0.0,1.0,b
mp-9562,LiBeAs,"As,Be,Li",3,1.0077,0.0,-0.478378983611111,3.506186866575579,6,0.8333333333333334,0.1666666666666666,c,24,24,4,36,,True,0.07692307692307693,0.9230769230769231,c
mp-9915,LiBeP,"Be,Li,P",3,1.1585,0.0,-0.581053935992063,2.001165233695722,6,0.8333333333333334,0.1666666666666666,c,24,24,4,36,,True,0.07692307692307693,0.9230769230769231,c
mp-1192528,LiCa3As2H,"As,Ca,H,Li",4,1.441699999999999,0.0,-1.041394735654762,3.161484026384381,28,1.0,0.0,b,72,0,0,120,,True,0.0,1.0,b
mp-1095289,LiCaAs,"As,Ca,Li",3,1.073299999999999,0.0,-1.236092714722222,3.29508821139139,12,1.0,0.0,b,48,0,0,72,,True,0.0,1.0,b
mp-569501,LiCaBi,"Bi,Ca,Li",3,0.5790000000000001,0.0,-0.95024824222222,5.391021592204993,12,1.0,0.0,b,48,0,0,72,,True,0.0,1.0,b
mp-1211088,LiCaP,"Ca,Li,P",3,1.398699999999999,0.0,-1.190043544047618,2.260729897133163,12,1.0,0.0,b,48,0,0,72,,True,0.0,1.0,b
