material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites
mp-1195243,AgP15,"Ag,P",2,1.2132,0.016388745912699,0.002923476897322,2.777913859471782,32
mp-8200,AgP2,"Ag,P",2,0.6586999999999991,0.000919511363637,-0.038252180317459,4.98170620894439,12
mp-5470,AgPS3,"Ag,P,S",3,1.3228,0.004740131833317,-0.232501206282736,3.508777848132174,10
mp-621612,AgPb2Br5,"Ag,Br,Pb",3,1.9341,0.035843713125,-1.099094383333332,6.276837626315522,16
mp-1202255,AgSb(SeF3)2,"Ag,F,Sb,Se",4,1.175,0.001238913186801,-1.916776679968749,4.168745465308232,60
mp-1229237,AgSb(Te8Pb7)2,"Ag,Pb,Sb,Te",4,0.731399999999999,0.018993472343752,-0.559763038697914,7.799288669260609,32
mp-14653,AgSb2F12,"Ag,F,Sb",3,0.5397999999999991,0.0,-2.3875121401111112,4.562317938042881,15
mp-3414,AgSbF6,"Ag,F,Sb",3,1.7739,0.0,-2.358844439270832,5.029271754558892,32
mp-560848,AgSbPbS3,"Ag,Pb,S,Sb",4,1.0857,0.016438486666666,-0.537381230694443,5.872831798699933,24
mp-605863,AgSbPbS3,"Ag,Pb,S,Sb",4,0.5552,0.048208204999999,-0.505611512361109,6.05646147885682,24
mp-1205392,AgSbS2,"Ag,S,Sb",3,1.312699999999999,0.001050926874999,-0.249060472031249,4.982195554740275,16
mp-3922,AgSbS2,"Ag,S,Sb",3,1.3716,0.0,-0.250111398906248,5.037409127368564,16
mp-569052,AgSe3I,"Ag,I,Se",3,1.396399999999999,0.01609162759375,-0.171012331739582,4.944996330259913,20
mp-672352,Al(ICl2)3,"Al,Cl,I",3,1.7285,0.0,-1.08107135225,2.947115908427513,40
mp-574529,Al(SeCl2)2,"Al,Cl,Se",3,1.4066,0.0,-1.069165520446427,2.57894438387564,56
mp-540628,Al(TeCl2)2,"Al,Cl,Te",3,1.3271,0.0,-1.1156219646428571,2.9569113344484963,56
mp-1193708,Al2(PS3)3,"Al,P,S",3,2.2406,0.020842249157372,-0.5995079285004761,2.261778417097502,28
mp-571623,Al2BiSe4,"Al,Bi,Se",3,2.2404,0.0,-0.8726628287500011,4.916474284178594,28
mp-9993,Al2CdS4,"Al,Cd,S",3,2.462299999999999,0.020883219285721,-1.12634982232144,3.604974633663218,14
mp-3159,Al2CdSe4,"Al,Cd,Se",3,2.004699999999999,0.0,-1.075488398482142,4.394395089806269,7
mp-3807,Al2CdSe4,"Al,Cd,Se",3,1.261099999999999,0.046046139285714,-1.029442259196428,5.023055347762,14
mp-7909,Al2CdTe4,"Al,Cd,Te",3,1.6245,0.0,-0.582113531428575,4.851529037055572,7
mp-607399,Al2CrCl8,"Al,Cl,Cr",3,0.927099999999999,0.005058484545452,-1.571660076060602,1.929016675345704,44
mp-23434,Al2CuCl8,"Al,Cl,Cu",3,0.5594,0.009915154090906,-1.4039510040909091,2.195175782276648,22
mp-1104053,Al2HgS4,"Al,Hg,S",3,1.304899999999999,0.023711874285723,-1.082598808928577,4.630409234378082,14
mp-7906,Al2HgS4,"Al,Hg,S",3,2.0244,0.0,-1.106310683214292,3.9910997012314633,7
mp-3038,Al2HgSe4,"Al,Hg,Se",3,1.4253999999999991,0.0,-0.825231304821429,5.16996714897972,7
mp-7910,Al2HgTe4,"Al,Hg,Te",3,1.1108,0.0,-0.477004048214285,5.503380227317927,7
mp-605912,Al2NiCl8,"Al,Cl,Ni",3,0.5434,0.014181930454544,-1.48517698590909,2.245367589586334,22
mp-675374,Al2PbSe4,"Al,Pb,Se",3,1.9965,0.0,-0.943539114464284,5.146729625757556,14
mp-27452,Al2PdCl8,"Al,Cl,Pd",3,1.686,0.019395530454554,-1.371736569545455,2.2794327203027382,22
mp-1079029,Al2S3,"Al,S",2,2.4329,0.041329718,-1.195626505687499,2.901711777756086,10
mp-684638,Al2S3,"Al,S",2,2.0693,0.002949731999999,-1.234006491687499,2.687685744024842,40
mp-11674,Al2Se3,"Al,Se",2,1.8004,0.0,-1.0088235364375011,3.824586748501788,10
mp-685120,Al2Se3,"Al,Se",2,1.124599999999999,0.027968650749999,-0.9808548856874992,4.280844654738498,40
mp-540629,Al2Te2Cl7,"Al,Cl,Te",3,1.4498,0.002678862954546,-1.32282830340909,2.674075159607644,44
mp-1228524,Al2Te3,"Al,Te",2,1.3221999999999992,0.014948752749997,-0.544076061000001,4.428987395695272,10
mp-29502,Al2Te3,"Al,Te",2,1.854,0.0,-0.559024813749999,4.155653863056867,40
mp-9254,Al2Te5,"Al,Te",2,1.046099999999999,0.0,-0.401939997142855,4.782126199336237,7
mp-568443,Al2VCl8,"Al,Cl,V",3,0.8418000000000001,0.0,-1.670174717272728,2.136707245916147,22
mp-1228479,Al2Zn(SeS)2,"Al,S,Se,Zn",4,2.3718999999999992,0.009137649642855,-1.191555289955357,3.499911462596912,7
mp-4842,Al2ZnS4,"Al,S,Zn",3,2.4934,0.0,-1.190503468035713,3.281121926450817,14
mp-1104860,Al2ZnSe4,"Al,Se,Zn",3,1.378899999999999,0.031004237142855,-1.069769712767857,4.90197375978992,14
mp-1228454,Al2ZnSe4,"Al,Se,Zn",3,0.8803999999999991,0.048318972857141,-1.052454977053571,4.101047580833755,7
mp-7907,Al2ZnSe4,"Al,Se,Zn",3,2.1529,0.0,-1.100773949910713,4.2751604049269805,7
mp-7908,Al2ZnTe4,"Al,Te,Zn",3,1.625099999999999,0.0,-0.7049379838095231,4.827294159882309,7
mp-645282,Al3Bi5Br12,"Al,Bi,Br",3,1.632,0.018052200124995,-1.127280647500004,4.95863146075776,40
mp-646102,Al3Bi5Cl12,"Al,Bi,Cl",3,1.5753,0.005966732522727,-1.472460161249999,4.196074422315839,40
mp-1228691,Al4GaSb5,"Al,Ga,Sb",3,0.9859999999999992,0.009260069000003,-0.238974703000002,4.320039267683167,10
mp-1228721,Al4InAgSe8,"Ag,Al,In,Se",4,0.6835,0.0,-0.8813140376785701,4.431940641130558,14
mp-1228699,Al4InCuS8,"Al,Cu,In,S",4,1.1498,0.034750933392849,-1.044429628095243,3.4100488404894262,14
mp-1228170,Al5AgS8,"Ag,Al,S",3,1.5406,0.029918490595239,-1.111908254583328,3.139955004914864,14
mp-35267,Al5CuS8,"Al,Cu,S",3,1.4217,0.0,-1.167115974464285,3.072380860125777,14
