query_label,material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites
Mo-S,mp-1239183,MoS3,"Mo,S",2,0.014299999999999001,1.49674472921875,0.7721378203125011,1.149118597402894,4
Mo-S,mp-1239169,MoS3,"Mo,S",2,0.7267,0.302931747968749,-0.4216751609375,3.048133057110382,8
Mo-S,mp-1042086,MoS2,"Mo,S",2,0.041800000000000004,0.647500996666668,-0.31864154854166504,3.271134546853978,6
Mo-S,mp-1434,MoS2,"Mo,S",2,1.2042,0.0,-0.9661425452083321,4.669644630696905,3
Mo-S,mp-1023939,MoS2,"Mo,S",2,1.5539,0.0072357949999990005,-0.958906750208332,2.793155399236568,6
Mo-S,mp-1027525,MoS2,"Mo,S",2,1.463999999999999,0.0036815349999980004,-0.9624610102083341,3.512864135007714,12
Mo-S,mp-1238797,MoS2,"Mo,S",2,0.0,0.296303813333334,-0.6698387318749981,4.667732420508524,3
Mo-S,mp-558544,MoS2,"Mo,S",2,0.0,0.279717186666669,-0.6864253585416641,4.768964188289766,3
Mo-S,mp-1023924,MoS2,"Mo,S",2,1.6605999999999992,0.014439913333333,-0.951702631874998,1.746361466702365,3
Mo-S,mp-1025874,MoS2,"Mo,S",2,1.5093,0.004413344444444,-0.9617292007638881,3.199447346194123,9
Mo-S,mp-1018809,MoS2,"Mo,S",2,1.3361,0.0023892399999990003,-0.963753305208333,4.5904816488390665,6
Mo-S,mp-2815,MoS2,"Mo,S",2,1.464899999999999,0.001692728333331,-0.9644498168750011,4.502639494068752,6
Mo-S,mp-1405065,MoS2,"Mo,S",2,0.0,0.267543035833332,-0.698599509375,4.808104566142248,12
Mo-S,mp-990083,MoS2,"Mo,S",2,0.0,0.166356818703704,-0.7997857265046291,2.67200365789618,54
Mo-S,mp-1239203,MoS3,"Mo,S",2,0.0,0.6021521092187491,-0.122454799687499,3.7232414434260592,4
Mo-S,mp-1211453,MoS6,"Mo,S",2,0.21579999999999902,1.293683485357142,0.879622394553568,0.130782390478824,7
Mo-S,mp-2646974,MoSO,"Mo,O,S",3,0.1438,0.8708893324999991,-0.7411964266666661,3.625240444677282,12
Mo-S,mp-1216784,TiMoS3,"Mo,S,Ti",3,0.0,0.041086732999995004,-1.368228251166665,4.680452598492149,10
Mo-S,mp-1220398,NbMoS3,"Mo,Nb,S",3,0.0,0.06579250216667301,-1.182717036499998,5.392449876667375,10
Mo-S,mp-1205799,Mo(SI)2,"I,Mo,S",3,0.0,0.12121609200000001,-0.600353705999999,4.344035157290744,10
Mo-S,mp-30285,Sb2MoS,"Mo,S,Sb",3,0.0,0.0,-0.391291911953125,6.328635807443116,32
Mo-S,mp-27866,MoS2Cl3,"Cl,Mo,S",3,1.4385000000000001,0.0,-0.7789774501041671,3.104310044976815,24
Mo-S,mp-565836,MoSO6,"Mo,O,S",3,3.0825,0.0,-1.798556277916668,3.092376615300725,96
Mo-S,mp-1023953,MoSeS,"Mo,S,Se",3,0.680299999999999,0.020955486666675002,-0.8370842072916651,3.387974796894911,6
Mo-S,mp-1023954,MoWS4,"Mo,S,W",3,1.3369,0.007309834999997,-0.917551441874999,3.568585227060868,6
Mo-S,mp-1023959,TeMoS,"Mo,S,Te",3,0.0,0.078027441666669,-0.55872971427083,3.636937044939458,6
Mo-S,mp-1026034,Mo(WS3)2,"Mo,S,W",3,1.1932,0.004752774444451001,-0.9063480796527771,4.382259890784046,9
Mo-S,mp-1027273,MoW3S8,"Mo,S,W",3,1.2576,0.003646317499999,-0.900574325208332,4.892590883709115,12
Mo-S,mp-1027335,MoWS4,"Mo,S,W",3,1.2209,0.003395366666666,-0.921465910208333,4.456294290335548,12
Mo-S,mp-1027412,TeMoS,"Mo,S,Te",3,0.0,0.077233061666667,-0.559524094270832,4.527623852609218,12
Mo-S,mp-1027580,MoSeS,"Mo,S,Se",3,0.6547000000000001,0.01700131250001,-0.8410383814583301,4.221455958899935,12
Mo-S,mp-1027647,MoWS4,"Mo,S,W",3,1.2003,0.0034977966666680004,-0.921363480208332,4.437776863047781,12
Mo-S,mp-1027687,MoSeS,"Mo,S,Se",3,0.6042000000000001,0.017633252500008002,-0.8404064414583321,4.220806771895146,12
Mo-S,mp-1027738,TeMoS,"Mo,S,Te",3,0.0,0.078102498333333,-0.558654657604165,4.365974755277524,12
Mo-S,mp-1029246,MoW3S8,"Mo,S,W",3,1.2245,0.003585132499999,-0.9006355102083311,4.925234264426175,12
Mo-S,mp-1026916,MoSeS,"Mo,S,Se",3,0.607699999999999,0.017588861666677003,-0.8404508322916651,4.231887529730203,12
Mo-S,mp-1027269,MoWS4,"Mo,S,W",3,1.245,0.0036855074999980002,-0.9211757693749991,4.439869567420761,12
Mo-S,mp-1027358,TeMoS,"Mo,S,Te",3,0.0,0.07758208250000101,-0.5591750734374961,4.362788495004773,12
Mo-S,mp-1027492,MoSeS,"Mo,S,Se",3,0.6666000000000001,0.017033910833344,-0.8410057831249981,4.190511168276706,12
Mo-S,mp-1030119,MoWS4,"Mo,S,W",3,1.1949,0.0035978208333310004,-0.921263456041666,4.448563853759294,12
Mo-S,mp-1030461,TeMoS,"Mo,S,Te",3,0.0,0.077503286666665,-0.5592538692708331,4.53945593928641,12
Mo-S,mp-1218051,Ta4MoS8,"Mo,S,Ta",3,0.0,0.076116688241757,-1.2350055707179481,7.356820795012486,13
Mo-S,mp-1221404,MoSeS,"Mo,S,Se",3,1.2025000000000001,0.013198673333345,-0.8448410206249971,5.509570114323549,6
Mo-S,mp-1025689,Mo(WS3)2,"Mo,S,W",3,1.272199999999998,0.004871138888894001,-0.9062297152083321,4.416997205256617,9
Mo-S,mp-1087488,InMoS2,"In,Mo,S",3,0.0,0.090828103749998,-0.6337788051562471,5.563733853515824,8
Mo-S,mp-30248,LiMoS2,"Li,Mo,S",3,1.028699999999999,0.023306381458331003,-1.232732893958333,4.448424479142337,16
Mo-S,mp-1210546,MoSCl,"Cl,Mo,S",3,0.8894000000000001,0.021415537499999002,-1.000267434409724,4.607757411248138,12
Mo-S,mp-1210554,MoSI,"I,Mo,S",3,0.908,0.022877439722221,-0.899989985,5.850819299324364,12
Mo-S,mp-554769,MoSBr,"Br,Mo,S",3,0.794999999999999,0.017180114166663003,-1.107187294166664,5.473100646932685,12
Mo-S,mp-1205247,MoSF4,"F,Mo,S",3,2.8691,0.14390369253788401,-2.067353063052396,2.752810301922159,144
Mo-S,mp-704102,MoSO6,"Mo,O,S",3,3.1158,0.007379952708333,-1.7911763252083341,3.221558853653101,192
Mo-S,mp-1018806,MoSeS,"Mo,S,Se",3,0.839,0.028297513333345,-0.829742180624997,3.8755736965971312,6
Mo-S,mp-1222494,MoS6N,"Mo,N,S",3,0.015600000000000001,0.483780359374999,0.032799235625001005,1.894973864609317,96
Mo-S,mp-1217910,TaMoS4,"Mo,S,Ta",3,0.0,0.019712034791650002,-1.274453946222223,5.7517761290486025,6
Mo-S,mp-1220404,NbMoS4,"Mo,Nb,S",3,0.0,0.015993975000001,-1.2595844599999961,4.497068723449709,6
Mo-S,mp-17980,K2MoS4,"K,Mo,S",3,1.412799999999999,0.0,-1.108780208749999,2.52579943967571,28
Mo-S,mp-18612,Rb2MoS4,"Mo,Rb,S",3,1.5750000000000002,0.0,-1.241346462142855,3.037417623517359,28
Mo-S,mp-560635,Cs2MoS4,"Cs,Mo,S",3,1.735799999999999,0.0,-1.175792686607142,3.3810001822702143,28
Mo-S,mp-725071,Mo(S2N)2,"Mo,N,S",3,0.0,1.736438849999999,1.221031851428571,1.839299815294639,28
Mo-S,mp-1216571,V2MoS4,"Mo,S,V",3,0.0,0.07889674,-1.169419651428571,4.857289368628735,7
Mo-S,mp-1217917,TaMoS4,"Mo,S,Ta",3,0.0,0.020589718124983003,-1.27357626288889,5.751500863886645,6
Mo-S,mp-1218002,Ta2MoS6,"Mo,S,Ta",3,0.0,0.021187161388878002,-1.303495369962962,5.970823522983628,9
Mo-S,mp-1218028,Ta4MoS10,"Mo,S,Ta",3,0.0,0.0,-1.34909577162222,6.269035319754283,15
Mo-S,mp-1218033,Ta3MoS8,"Mo,S,Ta",3,0.0,0.005913529687486,-1.334027276833331,6.211573953191429,12
Mo-S,mp-1023124,Co2MoS4,"Co,Mo,S",3,0.0,0.344842192976187,-0.332321478869047,4.326122539913492,7
Mo-S,mp-2224195,MgMoWS4,"Mg,Mo,S,W",4,0.0,0.32447648285714303,-0.9131165549999991,3.6525931556454783,7
Mo-S,mp-1104220,K2MoSO3,"K,Mo,O,S",4,3.1004,0.07167082443452401,-1.8884051731428562,2.79620643346388,14
Mo-S,mp-1193349,Rb2Mo(SO)2,"Mo,O,Rb,S",4,2.396899999999999,0.12960439928571302,-1.590889728214286,3.123452406133293,28
Mo-S,mp-1193853,K2Mo(SO)2,"K,Mo,O,S",4,2.3413999999999993,0.13686833744047602,-1.579048702071428,2.526167748376169,28
Mo-S,mp-558124,K2Mo(SO5)2,"K,Mo,O,S",4,2.8802000000000003,0.0,-2.0723019968,2.686037555280334,60
Mo-S,mp-559303,MoS3(NCl4)2,"Cl,Mo,N,S",4,0.5156000000000001,0.075487721892856,-0.70068885892857,2.189916789044596,56
Mo-S,mp-699535,MoSCl7O,"Cl,Mo,O,S",4,1.8759000000000001,0.164010247931818,-1.053019514,2.332620226958876,40
Mo-S,mp-1104357,K2Mo(SO)2,"K,Mo,O,S",4,2.2395,0.13366352529761902,-1.5822535142142842,2.560137080396235,14
Mo-S,mp-1104384,Cs2Mo(SO)2,"Cs,Mo,O,S",4,2.4497,0.130821685892857,-1.6080510549014781,3.536078077402734,14
Mo-S,mp-1104440,Rb2Mo(SO)2,"Mo,O,Rb,S",4,2.3431,0.12771270107142701,-1.5927814264285711,3.143406973736389,14
Mo-S,mp-560907,MoSeS2Cl5,"Cl,Mo,S,Se",4,2.016,0.0,-1.034332540538194,2.502726026666845,36
Mo-S,mp-1023930,MoW(SeS)2,"Mo,S,Se,W",4,0.4777,0.09311619750000501,-0.723642228124996,3.9397431506222063,6
Mo-S,mp-1023932,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.08175581833333101,-0.513720069270836,4.265769127892471,6
Mo-S,mp-1023955,MoW(SeS)2,"Mo,S,Se,W",4,1.013399999999999,0.059417752500007005,-0.7573406731249951,3.952641208209249,6
Mo-S,mp-1023963,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.15367935333333402,-0.44179653427083504,4.245243331618618,6
Mo-S,mp-1025648,Te2Mo(WS2)2,"Mo,S,Te,W",4,0.0,0.072039042222225,-0.61947155236111,4.89735878956458,9
Mo-S,mp-1025656,MoW2(Se2S)2,"Mo,S,Se,W",4,0.726799999999999,0.09599386222221801,-0.6497182568750121,4.990238407785777,9
Mo-S,mp-1025691,Te4Mo(WS)2,"Mo,S,Te,W",4,0.0,0.083881652222224,-0.35195276229166905,5.362534342620569,9
Mo-S,mp-1025710,Te4Mo(WS)2,"Mo,S,Te,W",4,0.0,0.10272207277777601,-0.33311234173611604,5.705082870028893,9
Mo-S,mp-1025716,MoW2(SeS2)2,"Mo,S,Se,W",4,0.5607,0.06556500500000301,-0.7734672815972231,4.6352400855418345,9
Mo-S,mp-1025740,MoW2(Se2S)2,"Mo,S,Se,W",4,0.722599999999999,0.09555980999999701,-0.6501523090972351,4.992301078406522,9
Mo-S,mp-1025806,Te2Mo(WS2)2,"Mo,S,Te,W",4,0.0,0.12126933666667102,-0.570241257916664,4.877950763479883,9
Mo-S,mp-1025816,MoW2(Se2S)2,"Mo,S,Se,W",4,0.7123,0.096012389999998,-0.6496997290972341,4.989756910786701,9
Mo-S,mp-1025824,MoW2(SeS2)2,"Mo,S,Se,W",4,1.0827,0.042880607222230006,-0.7961516793749991,4.640955123741409,9
Mo-S,mp-1025851,Te2Mo(WS2)2,"Mo,S,Te,W",4,0.0,0.12181735111111501,-0.569693243472222,4.868283876439076,9
Mo-S,mp-1025870,MoW2(Se2S)2,"Mo,S,Se,W",4,0.3664,0.11832758444444001,-0.6273845346527921,4.984566706464834,9
Mo-S,mp-1025898,Te2Mo(WS2)2,"Mo,S,Te,W",4,0.0,0.12193851333333601,-0.569572081249999,4.8779621456309235,9
Mo-S,mp-1025917,MoW2(SeS2)2,"Mo,S,Se,W",4,0.5717999999999991,0.066122807222228,-0.7729094793750001,4.634152846736968,9
Mo-S,mp-1025919,MoW2(SeS2)2,"Mo,S,Se,W",4,0.5496999999999991,0.06569477500000401,-0.7733375115972221,4.629723860505534,9
Mo-S,mp-1025921,Te4Mo(WS)2,"Mo,S,Te,W",4,0.0,0.083049581111112,-0.35278483340277905,5.221025522418575,9
Mo-S,mp-1025924,Te4Mo(WS)2,"Mo,S,Te,W",4,0.0,0.129824821111114,-0.306009593402778,5.341547174147977,9
Mo-S,mp-1026910,MoW(SeS)2,"Mo,S,Se,W",4,0.6052999999999991,0.076185043333339,-0.740573382291662,4.929513101148866,12
Mo-S,mp-1026911,MoW(SeS)2,"Mo,S,Se,W",4,0.5913,0.076068715000005,-0.7406897106249961,4.93147970454559,12
Mo-S,mp-1026969,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.15406023333333202,-0.441415654270836,5.297096434288396,12
Mo-S,mp-1026974,MoWSe3S,"Mo,S,Se,W",4,0.3372,0.112283602916679,-0.634484697083332,5.210415594387437,12
Mo-S,mp-1026975,MoWSeS3,"Mo,S,Se,W",4,0.5367999999999991,0.033456144583329,-0.8373537066666701,4.625487049857811,12
Mo-S,mp-1026978,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.12425939749999701,-0.42351141552083504,5.411254327186245,12
Mo-S,mp-1026981,Te3MoWS,"Mo,S,Te,W",4,0.006799999999999,0.10388209083333001,-0.299836661718752,5.669278068335731,12
Mo-S,mp-1027033,Te3MoWS,"Mo,S,Te,W",4,0.001999999999999,0.103706479999996,-0.300012272552085,5.657681066075307,12
Mo-S,mp-1027034,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.11753656249999901,-0.47793932510416903,5.308864203899297,12
Mo-S,mp-1027036,Te6MoW3S2,"Mo,S,Te,W",4,0.0,0.11030220749999801,-0.24571147046874303,6.009710690008735,12
Mo-S,mp-1027058,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.11696665999999901,-0.47850922760416803,5.082126131348962,12
Mo-S,mp-1027070,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.167665394166665,-0.5718625539062521,5.024172988581126,12
Mo-S,mp-1027078,TeMoWS3,"Mo,S,Te,W",4,0.0,0.16830638249999902,-0.5918621997395821,4.839425306345859,12
Mo-S,mp-1027096,MoW3(Se3S)2,"Mo,S,Se,W",4,0.309,0.09011333208334,-0.6200756337500001,5.611450456265796,12
Mo-S,mp-1027112,MoW3(SeS)4,"Mo,S,Se,W",4,0.6724,0.09350882749999201,-0.6866702639583431,5.353934540861561,12
Mo-S,mp-1027115,MoW3(SeS3)2,"Mo,S,Se,W",4,0.5772,0.051208157916661,-0.798961059166667,5.058454387675454,12
Mo-S,mp-1027127,MoW(SeS)2,"Mo,S,Se,W",4,0.6654,0.07639187166667201,-0.7403665539583291,4.929599909359952,12
Mo-S,mp-1027139,MoWSe3S,"Mo,S,Se,W",4,0.308899999999999,0.112549928750009,-0.634218371249999,5.190662267155735,12
Mo-S,mp-1027140,MoW3(SeS)4,"Mo,S,Se,W",4,0.6412999999999991,0.09389747749999301,-0.6862816139583431,5.340652659899769,12
Mo-S,mp-1027141,MoWSe3S,"Mo,S,Se,W",4,0.308799999999999,0.11249309541667701,-0.6342752045833321,5.188803816544756,12
Mo-S,mp-1027143,MoWSeS3,"Mo,S,Se,W",4,0.5151,0.051002213749992004,-0.8198076375000051,4.616636428923241,12
Mo-S,mp-1027147,MoW(SeS)2,"Mo,S,Se,W",4,0.658,0.07678252416667,-0.739975901458331,4.926811467307708,12
Mo-S,mp-1027150,MoW(SeS)2,"Mo,S,Se,W",4,0.6591,0.07662610583333701,-0.740132319791664,4.928525158756321,12
Mo-S,mp-1027159,MoW(SeS)2,"Mo,S,Se,W",4,0.6122999999999991,0.048683670833334004,-0.7680747547916671,5.119336083733067,12
Mo-S,mp-1027169,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.12459407249999802,-0.42317674052083404,5.385538706093336,12
Mo-S,mp-1027172,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.124648985833331,-0.4231218271875,5.687953524533501,12
Mo-S,mp-1027274,MoWSeS3,"Mo,S,Se,W",4,0.5998999999999991,0.033616112916661,-0.8371937383333381,4.625049898269674,12
Mo-S,mp-1027278,Te3MoWS,"Mo,S,Te,W",4,0.0,0.10396084666666201,-0.299757905885419,5.666150742562463,12
Mo-S,mp-1027281,MoWSeS3,"Mo,S,Se,W",4,0.49500000000000005,0.050764458749991005,-0.8200453925000061,4.623297352045505,12
Mo-S,mp-1027292,MoWSeS3,"Mo,S,Se,W",4,0.6067,0.034044942083330004,-0.83676490916667,4.629974796392422,12
Mo-S,mp-1027293,MoWSeS3,"Mo,S,Se,W",4,0.5724,0.051117626249993005,-0.819692225000004,4.600131148202131,12
Mo-S,mp-1027303,TeMoWS3,"Mo,S,Te,W",4,0.0,0.06033717999999701,-0.6998314022395841,4.856340142940802,12
Mo-S,mp-1027328,MoW3(SeS3)2,"Mo,S,Se,W",4,0.567299999999999,0.050905099583328006,-0.799264117500001,5.06451731477242,12
Mo-S,mp-1027341,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.117992731666667,-0.477483155937501,5.096620787682785,12
Mo-S,mp-1027375,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.118482625000002,-0.476993262604167,5.309717358364144,12
Mo-S,mp-1027376,MoW(SeS)2,"Mo,S,Se,W",4,0.6365000000000001,0.07638205916667201,-0.74037636645833,4.930740043411626,12
Mo-S,mp-1027391,MoWSeS3,"Mo,S,Se,W",4,0.597399999999999,0.033923462916661005,-0.8368863883333381,4.625122000937525,12
Mo-S,mp-1027395,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.169364267499997,-0.570163680572918,5.270939151147455,12
Mo-S,mp-1027440,MoW(SeS)2,"Mo,S,Se,W",4,0.6385999999999991,0.07675635250000201,-0.7400020731249981,4.925974006757962,12
Mo-S,mp-1027474,MoWSe3S,"Mo,S,Se,W",4,0.308399999999999,0.11256547375001301,-0.634202826249998,5.192336882907699,12
Mo-S,mp-1027475,TeMoWS3,"Mo,S,Te,W",4,0.0,0.059266540833334005,-0.700902041406249,4.723790040678653,12
Mo-S,mp-1027486,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.114787781666667,-0.48068810593750305,5.070813494687179,12
Mo-S,mp-1027510,MoW(SeS)2,"Mo,S,Se,W",4,0.557999999999999,0.093431465000005,-0.723326960624997,4.9127994398276655,12
Mo-S,mp-1027594,MoWSeS3,"Mo,S,Se,W",4,0.4758,0.051122504583329,-0.8196873466666711,4.617501419349786,12
Mo-S,mp-1027615,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.153928631666666,-0.44154725593750205,5.100918774960196,12
Mo-S,mp-1027624,MoWSeS3,"Mo,S,Se,W",4,0.47049999999999903,0.050831139583326,-0.819978711666671,4.618278312233404,12
Mo-S,mp-1027634,TeMoWS3,"Mo,S,Te,W",4,0.0,0.167321314999998,-0.592847267239584,4.543581245116633,12
Mo-S,mp-1027652,TeMoWS3,"Mo,S,Te,W",4,0.0,0.1687595725,-0.59140900973958,4.839433760209488,12
Mo-S,mp-1027671,MoW(SeS)2,"Mo,S,Se,W",4,0.7778,0.059580762500004006,-0.757177663124996,4.934221239482261,12
Mo-S,mp-1027672,MoWSe3S,"Mo,S,Se,W",4,0.6272000000000001,0.09564039791667801,-0.651127902083331,5.215571494802825,12
Mo-S,mp-1028467,MoW3(Se3S)2,"Mo,S,Se,W",4,0.6552,0.07349621291668,-0.636692752916663,5.626275088658803,12
Mo-S,mp-1028478,MoW3(SeS)4,"Mo,S,Se,W",4,0.6242000000000001,0.09333082916666001,-0.6868482622916751,5.340424876056616,12
Mo-S,mp-1028520,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.08849044916666601,-0.45928036385416704,5.466044040122299,12
Mo-S,mp-1028541,MoWSe3S,"Mo,S,Se,W",4,0.5986,0.095497937916679,-0.651270362083333,5.129238913375278,12
Mo-S,mp-1028622,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.12446679833333,-0.423304014687502,5.69385804466935,12
Mo-S,mp-1028642,MoW3(Se3S)2,"Mo,S,Se,W",4,0.6557000000000001,0.07279696458333901,-0.6373920012500011,5.541995265862785,12
Mo-S,mp-1028643,Te3MoWS,"Mo,S,Te,W",4,0.061500000000000006,0.11544285624999501,-0.288275896302086,5.974507239648732,12
Mo-S,mp-1028708,Te6MoW3S2,"Mo,S,Te,W",4,0.004900000000000001,0.076395130000001,-0.279618547968742,6.032130126741301,12
Mo-S,mp-1028767,Te6MoW3S2,"Mo,S,Te,W",4,0.000699999999999,0.10832397583333601,-0.24768970213540803,6.008158589125424,12
Mo-S,mp-1028812,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.124050199999995,-0.423720613020838,5.693395709132989,12
Mo-S,mp-1028826,Te6MoW3S2,"Mo,S,Te,W",4,0.05399999999999901,0.076503239166665,-0.27951043880207704,6.022245528033609,12
Mo-S,mp-1028855,MoW3(SeS)4,"Mo,S,Se,W",4,0.607399999999999,0.09311768416665701,-0.6870614072916791,5.35058694410338,12
Mo-S,mp-1028857,MoWSe3S,"Mo,S,Se,W",4,0.3366,0.112154972083342,-0.634613327916667,5.189727210591505,12
Mo-S,mp-1028917,MoW3(SeS3)2,"Mo,S,Se,W",4,0.5093999999999991,0.050753204583326,-0.799416012500003,5.0612187319206114,12
Mo-S,mp-1028922,MoW3(Se3S)2,"Mo,S,Se,W",4,0.28140000000000004,0.08949045041667601,-0.6206985154166671,5.575814147874331,12
Mo-S,mp-1028929,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.046000000000000006,0.16862721166666703,-0.570900736406249,5.262646604557926,12
Mo-S,mp-1028930,MoW3(SeS)4,"Mo,S,Se,W",4,0.7551999999999991,0.07666752499999001,-0.703511566458345,5.344655010739542,12
Mo-S,mp-1028932,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.08813018333333,-0.459640629687503,5.475105128952431,12
Mo-S,mp-1028947,MoW3(SeS)4,"Mo,S,Se,W",4,0.8519999999999991,0.07523929416666,-0.7049397972916771,4.925650999883422,12
Mo-S,mp-1028952,MoW3(Se3S)2,"Mo,S,Se,W",4,0.6274000000000001,0.073256311250009,-0.636932654583333,5.62729006324691,12
Mo-S,mp-1028975,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.11688426250000102,-0.47859162510416703,5.311134144911485,12
Mo-S,mp-1028976,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.088625720833331,-0.45914509218750205,5.705671799494076,12
Mo-S,mp-1028985,Te3MoWS,"Mo,S,Te,W",4,0.013000000000000001,0.06998818666666601,-0.33373056588541705,5.677870244975135,12
Mo-S,mp-1028998,MoWSe3S,"Mo,S,Se,W",4,0.8344,0.09597205208334701,-0.650796247916664,5.214990985711152,12
Mo-S,mp-1028999,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.131756714166666,-0.6077712339062481,5.27900202739076,12
Mo-S,mp-1029026,MoW3(SeS)4,"Mo,S,Se,W",4,0.7568,0.07657108999999,-0.703608001458344,5.361520196146725,12
Mo-S,mp-1029031,MoW3(SeS)4,"Mo,S,Se,W",4,0.7807000000000001,0.07687509749999301,-0.7033039939583431,5.345092737810335,12
Mo-S,mp-1029037,MoW3(SeS3)2,"Mo,S,Se,W",4,0.6821,0.033971888749995,-0.816197328333335,5.068574067362333,12
Mo-S,mp-1029043,MoW3(Se3S)2,"Mo,S,Se,W",4,0.6273000000000001,0.073507264583344,-0.636681701249997,5.625680286901794,12
Mo-S,mp-1029062,MoW3(SeS)4,"Mo,S,Se,W",4,0.5837,0.09364195083332601,-0.686537140625011,5.353855984728324,12
Mo-S,mp-1029069,MoW(SeS)2,"Mo,S,Se,W",4,0.589399999999999,0.076251622500006,-0.7405068031249961,4.9281238330575245,12
Mo-S,mp-1029076,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.16935614166666402,-0.5701718064062501,5.261427023989956,12
Mo-S,mp-1029112,Te3MoWS,"Mo,S,Te,W",4,0.0005,0.069933072499999,-0.33378568005208303,5.690451060451968,12
Mo-S,mp-1029118,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.130981680833333,-0.608546267239584,5.277875797736541,12
Mo-S,mp-1029139,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.08859576333333001,-0.45917504968750206,5.704748889497938,12
Mo-S,mp-1029166,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.12457501083333201,-0.423195802187502,5.487077525230934,12
Mo-S,mp-1029179,MoW(SeS)2,"Mo,S,Se,W",4,0.581,0.076491655000001,-0.740266770624998,4.927575497593894,12
Mo-S,mp-1029189,Te6MoW3S2,"Mo,S,Te,W",4,0.005999999999999,0.076391681666663,-0.279621996302078,6.015645269600498,12
Mo-S,mp-1029232,MoW3(SeS3)2,"Mo,S,Se,W",4,0.5316999999999991,0.051175714583330006,-0.798993502500001,5.064531247773653,12
Mo-S,mp-1029234,MoW3(SeS3)2,"Mo,S,Se,W",4,0.5024000000000001,0.050875800416658006,-0.7992934166666711,5.067200170819701,12
Mo-S,mp-1029235,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.08871061333332901,-0.45906019968750406,5.703575913438656,12
Mo-S,mp-1029248,Te2Mo(WS2)3,"Mo,S,Te,W",4,0.0,0.169209020833331,-0.570318927239583,5.252483533972689,12
Mo-S,mp-1029307,TeMoWS3,"Mo,S,Te,W",4,0.0,0.058692950833332,-0.701475631406251,4.6192299136629575,12
Mo-S,mp-1029322,Te3MoWS,"Mo,S,Te,W",4,0.0261,0.069885511666662,-0.33383324088542005,5.6666601536575865,12
Mo-S,mp-1029327,Te6MoW3S2,"Mo,S,Te,W",4,0.0022999999999990003,0.07652034583333,-0.279493332135411,6.032793671334308,12
Mo-S,mp-1029946,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.117270960833334,-0.47820492677083304,5.104053951689988,12
Mo-S,mp-1029950,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.117140143333333,-0.478335744270836,5.060056138055496,12
Mo-S,mp-1029952,Te3MoWS,"Mo,S,Te,W",4,0.0261,0.10305481749999801,-0.300663935052085,5.667103891851468,12
Mo-S,mp-1030131,MoWSeS3,"Mo,S,Se,W",4,0.4556,0.050692798749995,-0.8201170525000041,4.622665494736986,12
Mo-S,mp-1030136,Te6MoW3S2,"Mo,S,Te,W",4,0.0018000000000000002,0.076878471666667,-0.279135206302077,6.030140035606186,12
Mo-S,mp-1030146,MoWSeS3,"Mo,S,Se,W",4,0.5496000000000001,0.033815324583326,-0.8369945266666711,4.625562788600854,12
Mo-S,mp-1030153,Te4MoW3S4,"Mo,S,Te,W",4,0.0,0.08835702333333001,-0.459413789687502,5.3024307976306755,12
Mo-S,mp-1030195,Te3MoWS,"Mo,S,Te,W",4,0.014699999999999,0.06955473666666301,-0.33416401588542005,5.687902708613196,12
Mo-S,mp-1030196,Te2MoWS2,"Mo,S,Te,W",4,0.0,0.08121640083333401,-0.514259486770834,5.121645403687427,12
Mo-S,mp-1030236,TeMoWS3,"Mo,S,Te,W",4,0.0,0.16803242583333503,-0.5921361564062481,4.820749703800718,12
Mo-S,mp-1030247,Te6MoW3S2,"Mo,S,Te,W",4,0.0,0.07581370750000001,-0.280199970468743,6.039740632529601,12
Mo-S,mp-1030270,TeMoWS3,"Mo,S,Te,W",4,0.0,0.059729759166664,-0.700438823072917,4.858031565075863,12
